0;0.9800851
1;1.0146492
2;1.201224
3;1.14112
4;-0.4648759
5;-0.7857461
6;0.7006696
7;1.0842366
8;1.0698225
9;1.3340455
10;0.0243475
11;-0.9788199
12;0.2935854
13;1.1242081
14;0.9906269
15;1.3623773
16;0.5355563
17;-0.9427004
18;-0.1738615
19;1.0669889
20;0.9886601
21;1.2726738
22;0.9686855
23;-0.6796894
24;-0.605571
25;0.8675699
26;1.0464695
27;1.1363038
28;1.2533888
29;-0.2451293
30;-0.9026865
31;0.5225724
32;1.1110167
33;1.0237054
34;1.3658363
35;0.2677459
36;-0.9916026
37;0.0765334
38;1.1130282
39;0.9801701
40;1.3309718
41;0.753543
42;-0.8454231
43;-0.3869684
44;0.9925408
45;1.0108918
46;1.2099391
47;1.1232598
48;-0.4922915
49;-0.7669749
50;0.7223548
51;1.080014
52;1.0769835
53;1.3270846
54;-0.0079962
55;-0.9731892
56;0.3216923
57;1.1239196
58;0.9933622
59;1.3647226
60;0.5049497
61;-0.9519139
62;-0.144616
63;1.0744462
64;0.9866425
65;1.2804406
66;0.9454409
67;-0.7019679
68;-0.5815733
69;0.8845102
70;1.0419762
71;1.1447805
72;1.2406478
73;-0.2756787
74;-0.8896512
75;0.5477921
76;1.1080874
77;1.029007
78;1.3636039
79;0.2354095
80;-0.9929292
81;0.1059382
82;1.1159927
83;0.9805498
84;1.3364314
85;0.7258121
86;-0.8611882
87;-0.3593859
88;1.0043957
89;1.0072939
90;1.2186121
91;1.1047345
92;-0.5191855
93;-0.7475122
94;0.7435147
95;1.0756944
96;1.0843487
97;1.3194592
98;-0.0402284
99;-0.9666517
100;0.3495323
